",",[MASK]-Token,Top 1 Token,Top 1 Probability,Top 2 Token,Top 2 Probability,Top 3 Token,Top 3 Probability,Token = Probability,Top k =,Token < Probability,Top k <,Token > Probability,Top k >,Position Hit
\boxed{892}=892,=,\,0.6190730333328247,{,0.19326190650463104,or,0.049095481634140015,0.029289424419403076,5,0.0034907711669802666,8,0.00012567764497362077,27,NULL
\boxed{568}=568,=,&,0.6463801860809326,{,0.17956863343715668,},0.05184316262602806,0.04984624311327934,4,3.3659403015917633e-06,132,0.00020664071780629456,20,NULL
\boxed{221}=221,=,{,0.21859268844127655,:,0.20716871321201324,try,0.10656120628118515,0.012811128050088882,15,1.339978666692332e-06,1269,2.4980627131299116e-06,948,NULL
\boxed{-413}=-413,=,(,0.42612946033477783,2,0.26414504647254944,&,0.1747211366891861,0.002050766022875905,16,3.692744883210253e-07,532,7.631224434589967e-06,117,NULL
\boxed{978}=978,=,:,0.8910967111587524,+,0.04949784278869629,&,0.02121761254966259,0.00041156524093821645,11,1.381432639391278e-07,376,1.7749547396306298e-06,121,NULL
\boxed{121}=121,=,\,0.7483587265014648,=,0.12746039032936096,(,0.0628213956952095,0.12746039032936096,2,9.405323908140417e-06,69,4.9092835979536176e-05,36,2
\boxed{-924}=-924,=,),0.36806613206863403,(,0.29196062684059143,},0.17870426177978516,0.014957159757614136,7,4.0493947039976774e-07,1146,8.551641076337546e-05,83,NULL
\boxed{433}=433,=,{,0.5270024538040161,&,0.41177627444267273,(,0.011876500211656094,0.0025256569497287273,9,4.6044189616623044e-07,475,9.349393076263368e-05,26,NULL
\boxed{-909}=-909,=,&,0.5296494960784912,{,0.16271956264972687,1,0.09507057070732117,0.028267253190279007,6,3.6675969568022992e-06,174,4.010760676464997e-06,168,NULL
\boxed{-978}=-978,=,1,0.6225026845932007,+,0.13843151926994324,0,0.09474021196365356,0.0005289193359203637,37,1.1124647016913514e-06,519,3.611976140405204e-08,2267,NULL
\boxed{862}=862,=,{,0.8702083230018616,1,0.07727531343698502,\,0.02138364687561989,0.0009324498241767287,9,3.4711116313701496e-05,54,7.1421773100155406e-06,105,NULL
\boxed{597}=597,=,{,0.9994025230407715,},0.00020805234089493752,&,0.00018815654038917273,2.801265736707137e-06,13,4.4019312639420605e-08,63,9.085924901341969e-09,133,NULL
\boxed{428}=428,=,&,0.5447291731834412,=,0.15466761589050293,{,0.15421956777572632,0.15466761589050293,2,0.00015835091471672058,36,0.00027887721080332994,27,2
\boxed{819}=819,=,{,0.6191077828407288,&,0.3516981899738312,or,0.01612754352390766,0.0002904408611357212,13,1.570909518022745e-07,288,8.658644787828962e-07,123,NULL
\boxed{-22}=-22,=,&,0.5736319422721863,1,0.18912909924983978,\,0.05889039486646652,0.0019480582559481263,18,0.00023894810874480754,41,3.1229415071720723e-06,226,NULL
\boxed{706}=706,=,&,0.6313448548316956,",",0.2638889253139496,{,0.03929929435253143,2.357705670874566e-05,36,5.780236378427617e-08,524,5.455138119003777e-09,1562,NULL
\boxed{571}=571,=,",",0.5896672606468201,{,0.1128985807299614,\,0.0633227527141571,0.00046375341480597854,38,3.054211958897213e-07,1151,3.53189607267268e-05,125,NULL
\boxed{917}=917,=,{,0.9976778626441956,&,0.001449397299438715,1,0.00019995032926090062,9.215621616931458e-07,30,2.3244876956596272e-07,68,8.674907547856492e-08,101,NULL
\boxed{-962}=-962,=,),0.33063656091690063,2,0.32744088768959045,1,0.12217777967453003,0.0033029743935912848,14,7.964249380165711e-05,100,0.00010346358612878248,90,NULL
\boxed{330}=330,=,&,0.23082517087459564,},0.1371234953403473,the,0.12316875904798508,0.01660238206386566,10,2.3178867195383646e-05,158,2.7903261070605367e-06,449,NULL
\boxed{78}=78,=,&,0.6220863461494446,\,0.1872868537902832,=,0.03599032387137413,0.03599032387137413,3,5.059802424511872e-05,83,0.00024605021462775767,37,3
\boxed{747}=747,=,&,0.4932207763195038,=,0.13142691552639008,[UNK],0.10099247843027115,0.13142691552639008,2,1.7656343516136985e-06,842,7.155372827583051e-07,1303,2
\boxed{566}=566,=,&,0.7007067203521729,},0.16175241768360138,{,0.06983700394630432,0.0008448126609437168,12,1.7512553540655063e-07,634,3.758371178719244e-07,436,NULL
\boxed{957}=957,=,{,0.9067420363426208,or,0.022440582513809204,),0.013184226118028164,2.4410494006588124e-05,66,4.455525413504802e-05,49,1.0705525710363872e-05,97,NULL
\boxed{392}=392,=,{,0.4931083917617798,1,0.4507891535758972,&,0.030964341014623642,0.0015809116885066032,8,1.0545367103986791e-06,137,1.8782394590743934e-06,105,NULL
\boxed{545}=545,=,{,0.7128354907035828,of,0.09000121802091599,",",0.06724778562784195,0.032413262873888016,4,5.641522875521332e-06,134,2.2019627067493275e-05,68,NULL
\boxed{-227}=-227,=,s,0.17688117921352386,227,0.11134371161460876,7,0.0955546498298645,0.003178957849740982,33,2.995711767539433e-08,7029,1.427264010089857e-06,1312,NULL
\boxed{788}=788,=,{,0.7093656659126282,",",0.12354607880115509,&,0.08457117527723312,0.004874398931860924,6,4.9267699068877846e-05,50,5.6057564506772906e-05,41,NULL
\boxed{747}=747,=,&,0.4932207763195038,=,0.13142691552639008,[UNK],0.10099247843027115,0.13142691552639008,2,1.7656343516136985e-06,842,7.155372827583051e-07,1303,2
\boxed{325}=325,=,{,0.8796963095664978,&,0.10097793489694595,\,0.012712974101305008,0.00022128007549326867,10,2.863557710952591e-06,64,2.390517693129368e-05,24,NULL
\boxed{732}=732,=,or,0.21794044971466064,{,0.19816774129867554,&,0.19120392203330994,0.01079174131155014,12,4.094028554391116e-05,114,2.171557571273297e-05,158,NULL
\boxed{-35}=-35,=,(,0.36845409870147705,),0.16019079089164734,\,0.15057030320167542,0.05439992621541023,5,2.07664061235846e-06,480,4.392627488414291e-06,343,NULL
\boxed{-41}=-41,=,(,0.7504477500915527,&,0.07371855527162552,2,0.05904952436685562,0.002083645900711417,12,1.5593213902320713e-05,95,5.396284177550115e-05,61,NULL
\boxed{698}=698,=,{,0.931670069694519,1,0.02375527285039425,&,0.0187694001942873,0.00038229950587265193,8,1.2535016367110074e-06,146,1.7654798512012349e-06,123,NULL
\boxed{-834}=-834,=,{,0.5230855941772461,(,0.35831108689308167,=,0.03970450535416603,0.03970450535416603,3,5.585629310189688e-07,464,8.427286388723587e-07,378,3
\boxed{85}=85,=,\,0.44101276993751526,is,0.1951633244752884,&,0.1674489676952362,0.07524295151233673,4,4.902291038888507e-06,301,2.182723801524844e-05,160,NULL
\boxed{953}=953,=,{,0.8647707104682922,1,0.06570373475551605,),0.013675790280103683,0.00010538836068008095,36,3.745585217984626e-06,154,5.482810934154259e-07,430,NULL
\boxed{-904}=-904,=,{,0.504526674747467,(,0.25725534558296204,&,0.12547336518764496,0.0037099141627550125,8,5.347877731765038e-07,411,1.1831599522338365e-06,284,NULL
\boxed{-695}=-695,=,{,0.7017449140548706,),0.10224676132202148,=,0.04660733789205551,0.04660733789205551,3,2.6916319256997667e-05,160,2.6539410100667737e-05,165,3
\boxed{-870}=-870,=,{,0.17519454658031464,=,0.14229163527488708,ne,0.12434093654155731,0.14229163527488708,2,0.0022646833676844835,40,0.00021779818052891642,222,2
\boxed{168}=168,=,.,0.2850256860256195,and,0.23030498623847961,ask,0.10460349917411804,0.002365272492170334,25,8.695440101291751e-07,1855,4.352192263468169e-06,842,NULL
\boxed{-649}=-649,=,{,0.5585456490516663,&,0.10635700076818466,=,0.05746384337544441,0.05746384337544441,3,1.007870741887018e-05,361,8.813100976112764e-06,386,3
\boxed{635}=635,=,{,0.5908363461494446,of,0.17163485288619995,&,0.08414147794246674,0.004701855126768351,9,1.1152611477882601e-05,141,1.1975736924796365e-05,132,NULL
\boxed{-338}=-338,=,2,0.29380592703819275,4,0.22491976618766785,=,0.140054389834404,0.140054389834404,3,9.632375395085546e-07,733,3.586810635169968e-07,1163,3
\boxed{-464}=-464,=,{,0.985859215259552,5,0.003055030945688486,2,0.002070305636152625,3.326419391669333e-05,32,3.4599349874042673e-07,429,1.5294787658604037e-08,2186,NULL
\boxed{174}=174,=,=,0.29824593663215637,",",0.11960167437791824,is,0.11197306960821152,0.29824593663215637,1,0.00100952317006886,27,0.0007673377986066043,31,1
\boxed{-129}=-129,=,28,0.3850228786468506,129,0.28116512298583984,165,0.04336756840348244,2.4764718546066433e-05,331,2.809626948874211e-07,3028,1.8742899783319444e-06,1233,NULL
\boxed{-488}=-488,=,(,0.3300127685070038,is,0.17720936238765717,{,0.15079647302627563,0.010109037160873413,9,0.00011735318548744544,130,9.40507889026776e-05,147,NULL
\boxed{436}=436,=,&,0.672247588634491,",",0.17984813451766968,{,0.09765704721212387,0.0013732138322666287,13,1.2400764717312995e-06,437,2.2489806724479422e-05,83,NULL
\boxed{-594}=-594,=,{,0.9153806567192078,(,0.06412825733423233,),0.011024268344044685,6.329219468170777e-05,19,1.1282745759899626e-07,530,1.9020804131741897e-07,421,NULL
\boxed{473}=473,=,{,0.49203675985336304,\,0.2813332974910736,(,0.10365062952041626,0.0023799126502126455,9,2.3841039364924654e-05,64,3.2648706110194325e-05,55,NULL
\boxed{546}=546,=,",",0.3547036349773407,&,0.27868953347206116,{,0.20561137795448303,0.01303587481379509,6,1.0953145647363272e-05,184,5.65365417060093e-06,262,NULL
\boxed{570}=570,=,&,0.7841037511825562,{,0.20326614379882812,#,0.004346434026956558,0.0017614131793379784,5,1.5072552059791633e-06,84,2.7554842745303176e-06,60,NULL
\boxed{-698}=-698,=,{,0.28941041231155396,=,0.2707488238811493,(,0.12726245820522308,0.2707488238811493,2,0.0006124787614680827,33,0.0001426005328539759,70,2
\boxed{-691}=-691,=,{,0.6324816346168518,(,0.08643724769353867,1,0.08609090745449066,0.011257657781243324,9,0.0008232920663431287,28,4.411981353769079e-05,95,NULL
\boxed{-822}=-822,=,2,0.33874133229255676,),0.3133723735809326,(,0.08125822991132736,0.04660575091838837,4,5.096109816804528e-05,128,8.026455907383934e-05,111,NULL
\boxed{-414}=-414,=,(,0.8809597492218018,{,0.033555448055267334,),0.02444220520555973,0.00018717303464654833,31,3.518229050314403e-07,547,1.995928641917999e-06,236,NULL
\boxed{671}=671,=,{,0.686155378818512,&,0.10822854191064835,1,0.05278794467449188,0.0048675332218408585,11,1.1537028512975667e-05,189,1.674108352744952e-05,165,NULL
\boxed{417}=417,=,\,0.7202078700065613,-,0.08867866545915604,",",0.07004965096712112,0.025962553918361664,6,6.085771246944205e-07,573,4.0367214637626603e-07,736,NULL
\boxed{-757}=-757,=,{,0.6826812028884888,),0.08596888929605484,},0.0782201960682869,0.031271327286958694,4,9.182650683214888e-05,54,1.0690749149944168e-05,138,NULL
\boxed{-617}=-617,=,{,0.7152383327484131,),0.1006636917591095,},0.0881338119506836,0.0008401289815083146,12,0.00048359663924202323,19,6.510355888167396e-05,60,NULL
\boxed{-34}=-34,=,{,0.6566488742828369,&,0.1281234323978424,(,0.11345869302749634,0.0059994179755449295,9,7.187679216258402e-07,223,8.42135534639965e-07,209,NULL
\boxed{497}=497,=,{,0.9923564195632935,1,0.0018013597000390291,is,0.0017094924114644527,0.00010863629722734913,12,1.5951771956679295e-06,40,6.3604475144529715e-06,23,NULL
\boxed{870}=870,=,=,0.4740878939628601,\,0.34872740507125854,{,0.06915778666734695,0.4740878939628601,1,8.608158532297239e-05,42,8.823766256682575e-05,41,1
\boxed{-131}=-131,=,2,0.18205755949020386,1,0.1388089954853058,3,0.11689625680446625,0.06527822464704514,5,5.957731445960235e-07,2196,5.867603931619669e-07,2206,NULL
\boxed{-265}=-265,=,1,0.8044114112854004,&,0.07490530610084534,(,0.046939361840486526,0.02084084041416645,5,3.601363641791977e-05,52,2.4168613890651613e-05,65,NULL
\boxed{61}=61,=,&,0.39486420154571533,{,0.22429850697517395,(,0.0890473946928978,0.007173808291554451,10,9.20436141313985e-05,155,0.00033015033113770187,69,NULL
\boxed{-800}=-800,=,},0.40200161933898926,\,0.24757155776023865,(,0.1825568675994873,0.0063664671033620834,7,0.00033301732037216425,28,3.397405089344829e-05,79,NULL
\boxed{232}=232,=,\,0.6021085977554321,(,0.14681164920330048,is,0.13372938334941864,0.047115206718444824,4,2.502635538803588e-07,837,2.8839424430771032e-06,233,NULL
\boxed{266}=266,=,\,0.8004352450370789,{,0.11635023355484009,(,0.029260586947202682,0.00038186332676559687,16,4.310015356168151e-06,75,0.0001712743833195418,21,NULL
\boxed{553}=553,=,\,0.759489119052887,&,0.10645680129528046,{,0.09258217364549637,0.0010450920090079308,11,1.2229902779381518e-07,732,4.81910490179871e-07,363,NULL
\boxed{821}=821,=,&,0.1511976718902588,{,0.1264325976371765,\,0.110683374106884,0.006789489183574915,21,1.935271757247392e-05,303,0.00038826142554171383,78,NULL
\boxed{-491}=-491,=,{,0.6673861145973206,(,0.2353965938091278,),0.028886135667562485,0.00045016585499979556,27,7.3293504101457074e-06,147,8.237152542278636e-06,133,NULL
\boxed{607}=607,=,&,0.2834722101688385,{,0.22453302145004272,1,0.2070910930633545,0.003165809903293848,11,6.187315739225596e-05,60,0.00012504086771514267,42,NULL
\boxed{499}=499,=,{,0.9662354588508606,1,0.017390379682183266,&,0.004882611334323883,0.0007275232346728444,8,8.777668085713231e-07,119,2.576194901848794e-06,76,NULL
\boxed{-727}=-727,=,{,0.520058274269104,=,0.23654291033744812,),0.07814086228609085,0.23654291033744812,2,0.004864800721406937,11,0.00020179254352115095,38,2
\boxed{639}=639,=,{,0.6205030679702759,&,0.3063690960407257,",",0.018722064793109894,0.007566872984170914,5,1.0971178198815323e-05,101,6.621545253437944e-06,124,NULL
\boxed{469}=469,=,{,0.9736143946647644,&,0.013085267506539822,1,0.0038760253228247166,0.0002017104416154325,12,3.1420649975189008e-06,62,8.222089036280522e-07,111,NULL
\boxed{376}=376,=,{,0.8609803915023804,&,0.03529493883252144,",",0.03352558612823486,0.0007947703124955297,16,2.195231445512036e-06,258,1.4501612213280168e-06,334,NULL
\boxed{898}=898,=,",",0.46103572845458984,{,0.4385059177875519,or,0.03373651206493378,0.004699204117059708,6,0.0010336306877434254,9,7.147575524868444e-05,32,NULL
\boxed{-433}=-433,=,&,0.6590218544006348,{,0.08382885903120041,strategies,0.06690772622823715,0.005608241073787212,11,3.4772829167195596e-06,500,1.4293425920186564e-05,220,NULL
\boxed{-329}=-329,=,f,0.7453798055648804,{,0.09545593708753586,37,0.022884486243128777,0.0006669327267445624,32,2.8787735573132522e-06,493,0.0001711995282676071,54,NULL
\boxed{-682}=-682,=,),0.3519783020019531,{,0.2862201929092407,(,0.048065267503261566,0.006450963206589222,12,0.001659937552176416,36,0.0007595139322802424,56,NULL
\boxed{970}=970,=,the,0.7917336225509644,or,0.166395366191864,\,0.02042173594236374,0.00015741567767690867,16,1.2861629329563584e-05,52,9.407363421587434e-08,449,NULL
\boxed{766}=766,=,&,0.8474011421203613,{,0.07992588728666306,(,0.024723028764128685,0.00010516979091335088,32,1.3126079920766642e-06,305,2.9060721828955138e-08,2053,NULL
\boxed{-440}=-440,=,(,0.30812034010887146,750,0.16686122119426727,300,0.06718696653842926,9.669143037172034e-05,227,5.033450361224823e-05,351,0.00015696679474785924,170,NULL
\boxed{-19}=-19,=,s,0.45218294858932495,{,0.10583750903606415,3,0.08103382587432861,0.036619044840335846,6,0.0008638419676572084,45,5.572733425651677e-05,151,NULL
\boxed{160}=160,=,\,0.6874279975891113,&,0.24724076688289642,means,0.03522305563092232,0.0007634279900230467,9,5.552181391976774e-06,84,5.336220419849269e-05,25,NULL
\boxed{467}=467,=,{,0.9965643286705017,&,0.0011994801461696625,-,0.0006243078969419003,1.579469426360447e-05,12,3.1024189866002416e-06,25,1.8656207600997732e-07,72,NULL
\boxed{572}=572,=,{,0.3410393297672272,",",0.21325908601284027,&,0.0830993801355362,0.008739178068935871,13,5.466315997182392e-06,261,0.0001630186743568629,53,NULL
\boxed{215}=215,=,is,0.829561173915863,=,0.04811791330575943,means,0.02907969243824482,0.04811791330575943,2,6.977231237215165e-08,1862,1.5924600802463829e-06,436,2
\boxed{617}=617,=,{,0.9579260349273682,&,0.03138939291238785,1,0.003905464895069599,3.997881867690012e-05,29,8.095703378785402e-06,47,1.0902475651164423e-06,128,NULL
\boxed{63}=63,=,&,0.7391000986099243,is,0.05225002020597458,300,0.047455281019210815,0.005931177642196417,9,0.00014932281919755042,73,2.1506821212824434e-05,198,NULL
\boxed{725}=725,=,{,0.700061023235321,or,0.14279302954673767,1,0.07801463454961777,0.03221192583441734,4,2.2099473426351324e-05,47,3.576473773136968e-06,118,NULL
\boxed{505}=505,=,&,0.36717116832733154,{,0.3301379680633545,=,0.18750585615634918,0.18750585615634918,3,0.0003408023330848664,15,0.0005060188705101609,11,3
\boxed{387}=387,=,{,0.9623166918754578,1,0.02574853226542473,",",0.0040495977737009525,0.0003476626880001277,9,3.3495764455437893e-06,58,3.1414815566677134e-06,60,NULL
\boxed{-431}=-431,=,&,0.2960660457611084,strategies,0.1580841988325119,_,0.09564108401536942,0.002404565457254648,26,4.053134398418479e-05,167,3.761639891308732e-05,180,NULL
\boxed{-881}=-881,=,{,0.8656068444252014,of,0.026705089956521988,(,0.015514968894422054,0.008705291897058487,7,1.726455047901254e-05,151,3.898035743077344e-07,1024,NULL
\boxed{156}=156,=,&,0.3718893229961395,",",0.13660666346549988,degrees,0.06482689082622528,0.02025492675602436,10,0.0037642340175807476,22,0.002855034079402685,31,NULL
\boxed{-608}=-608,=,&,0.40317362546920776,),0.31665143370628357,},0.08218425512313843,0.0074837710708379745,8,0.00014253356494009495,74,1.8050719518214464e-05,208,NULL
\boxed{-379}=-379,=,{,0.5765734910964966,is,0.24869924783706665,1,0.023991452530026436,0.019475005567073822,4,2.733982000791002e-06,457,3.819161793217063e-05,127,NULL
\boxed{-62}=-62,=,&,0.851305365562439,{,0.11960754543542862,(,0.02266848273575306,0.00028574184398166835,7,6.36138065601699e-05,17,9.495125596004073e-06,45,NULL
\boxed{315}=315,=,\,0.8469573855400085,&,0.10061565786600113,is,0.02557116560637951,0.009306558407843113,4,1.8807329524861416e-06,150,7.63624655064632e-07,229,NULL
\boxed{138}=138,=,{,0.24044010043144226,),0.16130366921424866,},0.12419290095567703,0.0609491690993309,4,1.1398932429074193e-06,692,1.0438967365189455e-05,246,NULL
\boxed{560}=560,=,&,0.9329106211662292,and,0.05066942423582077,",",0.006252808962017298,0.00015153249842114747,11,2.968807848446886e-07,156,4.77189587400062e-06,39,NULL
\boxed{381}=381,=,{,0.9628149271011353,&,0.01899256370961666,",",0.006726141553372145,0.0031239038798958063,4,2.3269728899322217e-06,41,1.9263643480371684e-05,20,NULL
\boxed{-991}=-991,=,{,0.2998577356338501,(,0.23541715741157532,},0.1202578917145729,0.00014413100143428892,80,7.327258117584279e-06,305,2.992065219586948e-06,451,NULL
\boxed{-401}=-401,=,f,0.5089491605758667,s,0.19169285893440247,+,0.10865230858325958,4.93759180244524e-05,44,3.054534681723453e-05,49,2.3109385438147e-05,57,NULL
\boxed{129}=129,=,\,0.5082983374595642,",",0.22820109128952026,means,0.053863443434238434,0.0003920573799405247,57,3.874930825986667e-06,849,4.33258137491066e-05,234,NULL
\boxed{-138}=-138,=,{,0.5991438031196594,),0.18517151474952698,(,0.027356019243597984,0.005788207985460758,12,4.012382305518258e-06,263,2.8089643819839694e-06,305,NULL
\boxed{263}=263,=,1,0.4972077012062073,&,0.17266914248466492,\,0.15571340918540955,0.0027096180710941553,10,0.00022153074678499252,38,1.2138205420342274e-05,186,NULL
\boxed{994}=994,=,{,0.9913329482078552,",",0.005976977292448282,1,0.0010821622563526034,9.158401894637791e-07,31,1.108699443364003e-08,243,5.253542934013922e-09,346,NULL
\boxed{-907}=-907,=,{,0.44565725326538086,),0.22018712759017944,},0.15545319020748138,0.0036450570914894342,12,6.25796164968051e-05,44,4.0865510527510196e-05,49,NULL
\boxed{-3}=-3,=,{,0.9197655916213989,(,0.018760621547698975,2,0.01551949791610241,0.0009867073968052864,16,3.373927484062733e-06,131,4.206234734738246e-06,118,NULL
